Precinct,Race,Candidate,Total Votes,Vote Percentage
3046,Mayor,Armando Dominguez,2,0.41
3046,Mayor,Michael Idrogo,2,0.41
3046,Mayor,Gary Allen,30,6.15
3046,Mayor,Michael Samaniego,21,4.3
3046,Mayor,Diana Flores Uriegas,6,1.23
3046,District 10,Madison Gutierrez,22,4.76
3046,District 10,Robert Flores,25,5.41
3046,District 10,Margaret Sherwood,24,5.19
3046,District 10,Rick Otley,4,0.87
3046,District 10,Bryan R. Martin,37,8.01
3046,District 10,Marc Whyte,280,60.61
3046,District 10,Joel Solis,70,15.15
3047,Mayor,Ray Adam Basaldua,7,1.12
3047,Mayor,Christopher T. Schuchardt,134,21.37
3047,Mayor,Christopher Longoria,6,0.96
3047,Mayor,Ron Nirenberg (i),420,66.99
3047,Mayor,Armando Dominguez,1,0.16
3047,Mayor,Michael Idrogo,2,0.32
3047,Mayor,Gary Allen,34,5.42
3047,Mayor,Michael Samaniego,18,2.87
3047,Mayor,Diana Flores Uriegas,5,0.8
3047,District 10,Madison Gutierrez,24,3.86
3047,District 10,Robert Flores,73,11.74
3047,District 10,Margaret Sherwood,16,2.57
3047,District 10,Rick Otley,7,1.13
3047,District 10,Bryan R. Martin,44,7.07
3047,District 10,Marc Whyte,371,59.65
3047,District 10,Joel Solis,87,13.99
3048,Mayor,Ray Adam Basaldua,3,0.55
3048,Mayor,Christopher T. Schuchardt,134,24.59
3048,Mayor,Christopher Longoria,5,0.92
3048,Mayor,Ron Nirenberg (i),354,64.95
3048,Mayor,Armando Dominguez,0,0
3048,Mayor,Michael Idrogo,1,0.18
3048,Mayor,Gary Allen,29,5.32
3048,Mayor,Michael Samaniego,10,1.83
3048,Mayor,Diana Flores Uriegas,9,1.65
3048,District 10,Madison Gutierrez,28,5.23
3048,District 10,Robert Flores,37,6.92
3048,District 10,Margaret Sherwood,20,3.74
3048,District 10,Rick Otley,13,2.43
3048,District 10,Bryan R. Martin,34,6.36
3048,District 10,Marc Whyte,306,57.2
3048,District 10,Joel Solis,97,18.13
3049,Mayor,Ray Adam Basaldua,6,0.81
3049,Mayor,Christopher T. Schuchardt,237,31.9
3049,Mayor,Christopher Longoria,12,1.62
3049,Mayor,Ron Nirenberg (i),409,55.05
3049,Mayor,Armando Dominguez,2,0.27
3049,Mayor,Michael Idrogo,5,0.67
3049,Mayor,Gary Allen,38,5.11
3049,Mayor,Michael Samaniego,25,3.36
3049,Mayor,Diana Flores Uriegas,9,1.21
3049,District 10,Madison Gutierrez,28,3.72
3049,District 10,Robert Flores,29,3.86
3049,District 10,Margaret Sherwood,17,2.26
3049,District 10,Rick Otley,12,1.6
3049,District 10,Bryan R. Martin,29,3.86
3049,District 10,Marc Whyte,549,73.01
3049,District 10,Joel Solis,88,11.7
3050,Mayor,Ray Adam Basaldua,3,1.01
3050,Mayor,Christopher T. Schuchardt,84,28.19
3050,Mayor,Christopher Longoria,10,3.36
3050,Mayor,Ron Nirenberg (i),161,54.03
3050,Mayor,Armando Dominguez,0,0
3050,Mayor,Michael Idrogo,1,0.34
3050,Mayor,Gary Allen,31,10.4
3050,Mayor,Michael Samaniego,5,1.68
3050,Mayor,Diana Flores Uriegas,3,1.01
3050,District 10,Madison Gutierrez,15,5.02
3050,District 10,Robert Flores,9,3.01
3050,District 10,Margaret Sherwood,7,2.34
3050,District 10,Rick Otley,10,3.34
3050,District 10,Bryan R. Martin,18,6.02
3050,District 10,Marc Whyte,202,67.56
3050,District 10,Joel Solis,38,12.71
3052,Mayor,Ray Adam Basaldua,5,1.86
3052,Mayor,Christopher T. Schuchardt,76,28.25
3052,Mayor,Christopher Longoria,7,2.6
3052,Mayor,Ron Nirenberg (i),132,49.07
3052,Mayor,Armando Dominguez,1,0.37
3052,Mayor,Michael Idrogo,1,0.37
3052,Mayor,Gary Allen,36,13.38
3052,Mayor,Michael Samaniego,7,2.6
3052,Mayor,Diana Flores Uriegas,4,1.49
3052,District 9,Jarrett Lipman,66,26.19
3052,District 9,David Allan Lara,16,6.35
3052,District 9,John Courage (i),160,63.49
3052,District 9,Dominque Lui,10,3.97
3053,Mayor,Ray Adam Basaldua,6,1.24
3053,Mayor,Christopher T. Schuchardt,99,20.54
3053,Mayor,Christopher Longoria,9,1.87
3053,Mayor,Ron Nirenberg (i),319,66.18
3053,Mayor,Armando Dominguez,2,0.41
3053,Mayor,Michael Idrogo,1,0.21
3053,Mayor,Gary Allen,29,6.02
3053,Mayor,Michael Samaniego,14,2.9
3053,Mayor,Diana Flores Uriegas,3,0.62
3053,District 1,Jeremy Roberts,159,37.32
3053,District 1,Roberto Rios Ortega,10,2.35
3053,District 1,Sukh Kaur,118,27.7
3053,District 1,Ernest Salinas,37,8.69
3053,District 1,Lauro Bustamante,8,1.88
3053,District 1,Mario Bravo (i),73,17.14
3053,District 1,William T. Lamar-Boone,21,4.93
3054,Mayor,Ray Adam Basaldua,0,0
3054,Mayor,Christopher T. Schuchardt,2,10.53
3054,Mayor,Christopher Longoria,1,5.26
3054,Mayor,Ron Nirenberg (i),14,73.68
3054,Mayor,Armando Dominguez,0,0
3054,Mayor,Michael Idrogo,0,0
3054,Mayor,Gary Allen,2,10.53
3054,Mayor,Michael Samaniego,0,0
3054,Mayor,Diana Flores Uriegas,0,0
3054,District 2,Rose Requenez Hill,4,21.05
3054,District 2,Edward Earl Giles,0,0
3054,District 2,Patrick Jones,0,0
3054,District 2,Carla Walker,0,0
3054,District 2,Jalen McKee-Rodriguez (i),12,63.16
3054,District 2,Denise McVea,0,0
3054,District 2,James M. Guild,1,5.26
3054,District 2,Michael John Good,1,5.26
3054,District 2,Wendell Carson,1,5.26
3054,District 2,Denise Gutierrez,0,0
3056,Mayor,Ray Adam Basaldua,6,1.97
3056,Mayor,Christopher T. Schuchardt,54,17.7
3056,Mayor,Christopher Longoria,6,1.97
3056,Mayor,Ron Nirenberg (i),185,60.66
3056,Mayor,Armando Dominguez,3,0.98
3056,Mayor,Michael Idrogo,2,0.66
3056,Mayor,Gary Allen,28,9.18
3056,Mayor,Michael Samaniego,10,3.28
3056,Mayor,Diana Flores Uriegas,11,3.61
3056,District 8,Manny Pelaez (i),191,68.71
3056,District 8,Cesario Garcia,87,31.29
3057,Mayor,Ray Adam Basaldua,0,0
3057,Mayor,Christopher T. Schuchardt,56,32.18
3057,Mayor,Christopher Longoria,0,0
3057,Mayor,Ron Nirenberg (i),109,62.64
3057,Mayor,Armando Dominguez,0,0
3057,Mayor,Michael Idrogo,0,0
3057,Mayor,Gary Allen,5,2.87
3057,Mayor,Michael Samaniego,2,1.15
3057,Mayor,Diana Flores Uriegas,2,1.15
3057,District 8,Manny Pelaez (i),115,78.23
3057,District 8,Cesario Garcia,32,21.77
3058,Mayor,Ray Adam Basaldua,9,1.89
3058,Mayor,Christopher T. Schuchardt,134,28.09
3058,Mayor,Christopher Longoria,6,1.26
3058,Mayor,Ron Nirenberg (i),264,55.35
3058,Mayor,Armando Dominguez,6,1.26
3058,Mayor,Michael Idrogo,0,0
3058,Mayor,Gary Allen,33,6.92
3058,Mayor,Michael Samaniego,16,3.35
3058,Mayor,Diana Flores Uriegas,9,1.89
3058,District 8,Manny Pelaez (i),292,68.87
3058,District 8,Cesario Garcia,132,31.13
3059,Mayor,Ray Adam Basaldua,5,1.3
3059,Mayor,Christopher T. Schuchardt,143,37.05
3059,Mayor,Christopher Longoria,12,3.11
3059,Mayor,Ron Nirenberg (i),174,45.08
3059,Mayor,Armando Dominguez,2,0.52
3059,Mayor,Michael Idrogo,1,0.26
3059,Mayor,Gary Allen,30,7.77
3059,Mayor,Michael Samaniego,15,3.89
3059,Mayor,Diana Flores Uriegas,4,1.04
3059,District 9,Jarrett Lipman,122,34.37
3059,District 9,David Allan Lara,24,6.76
3059,District 9,John Courage (i),185,52.11
3059,District 9,Dominque Lui,24,6.76
3060,Mayor,Ray Adam Basaldua,4,0.75
3060,Mayor,Christopher T. Schuchardt,125,23.5
3060,Mayor,Christopher Longoria,14,2.63
3060,Mayor,Ron Nirenberg (i),325,61.09
3060,Mayor,Armando Dominguez,2,0.38
3060,Mayor,Michael Idrogo,1,0.19
3060,Mayor,Gary Allen,29,5.45
3060,Mayor,Michael Samaniego,12,2.26
3060,Mayor,Diana Flores Uriegas,20,3.76
3060,District 10,Madison Gutierrez,30,5.83
3060,District 10,Robert Flores,41,7.96
3060,District 10,Margaret Sherwood,20,3.88
3060,District 10,Rick Otley,14,2.72
3060,District 10,Bryan R. Martin,60,11.65
3060,District 10,Marc Whyte,261,50.68
3060,District 10,Joel Solis,89,17.28
3061,Mayor,Ray Adam Basaldua,11,2.86
3061,Mayor,Christopher T. Schuchardt,86,22.34
3061,Mayor,Christopher Longoria,13,3.38
3061,Mayor,Ron Nirenberg (i),209,54.29
3061,Mayor,Armando Dominguez,4,1.04
3061,Mayor,Michael Idrogo,3,0.78
3061,Mayor,Gary Allen,31,8.05
3061,Mayor,Michael Samaniego,18,4.68
3061,Mayor,Diana Flores Uriegas,10,2.6
3061,District 10,Madison Gutierrez,27,7.32
3061,District 10,Robert Flores,46,12.47
3061,District 10,Margaret Sherwood,10,2.71
3061,District 10,Rick Otley,3,0.81
3061,District 10,Bryan R. Martin,39,10.57
3061,District 10,Marc Whyte,187,50.68
3061,District 10,Joel Solis,57,15.45
3062,Mayor,Ray Adam Basaldua,0,0
3062,Mayor,Christopher T. Schuchardt,3,50
3062,Mayor,Christopher Longoria,0,0
3062,Mayor,Ron Nirenberg (i),2,33.33
3062,Mayor,Armando Dominguez,0,0
3062,Mayor,Michael Idrogo,0,0
3062,Mayor,Gary Allen,0,0
3062,Mayor,Michael Samaniego,0,0
3062,Mayor,Diana Flores Uriegas,1,16.67
3062,District 9,Jarrett Lipman,2,40
3062,District 9,David Allan Lara,0,0
3062,District 9,John Courage (i),3,60
3062,District 9,Dominque Lui,0,0
3063,Mayor,Ray Adam Basaldua,5,0.92
3063,Mayor,Christopher T. Schuchardt,134,24.54
3063,Mayor,Christopher Longoria,9,1.65
3063,Mayor,Ron Nirenberg (i),331,60.62
3063,Mayor,Armando Dominguez,1,0.18
3063,Mayor,Michael Idrogo,3,0.55
3063,Mayor,Gary Allen,32,5.86
3063,Mayor,Michael Samaniego,21,3.85
3063,Mayor,Diana Flores Uriegas,10,1.83
3063,District 1,Jeremy Roberts,124,24.03
3063,District 1,Roberto Rios Ortega,9,1.74
3063,District 1,Sukh Kaur,173,33.53
3063,District 1,Ernest Salinas,79,15.31
3063,District 1,Lauro Bustamante,16,3.1
3063,District 1,Mario Bravo (i),96,18.6
3063,District 1,William T. Lamar-Boone,19,3.68
3064,Mayor,Ray Adam Basaldua,0,0
3064,Mayor,Christopher T. Schuchardt,43,28.29
3064,Mayor,Christopher Longoria,3,1.97
3064,Mayor,Ron Nirenberg (i),93,61.18
3064,Mayor,Armando Dominguez,0,0
3064,Mayor,Michael Idrogo,1,0.66
3064,Mayor,Gary Allen,8,5.26
3064,Mayor,Michael Samaniego,0,0
3064,Mayor,Diana Flores Uriegas,4,2.63
3064,District 1,Jeremy Roberts,31,21.38
3064,District 1,Roberto Rios Ortega,5,3.45
3064,District 1,Sukh Kaur,36,24.83
3064,District 1,Ernest Salinas,21,14.48
3064,District 1,Lauro Bustamante,9,6.21
3064,District 1,Mario Bravo (i),38,26.21
3064,District 1,William T. Lamar-Boone,5,3.45
3065,Mayor,Ray Adam Basaldua,7,1.07
3065,Mayor,Christopher T. Schuchardt,203,31.04
3065,Mayor,Christopher Longoria,22,3.36
3065,Mayor,Ron Nirenberg (i),331,50.61
3065,Mayor,Armando Dominguez,1,0.15
3065,Mayor,Michael Idrogo,1,0.15
3065,Mayor,Gary Allen,56,8.56
3065,Mayor,Michael Samaniego,22,3.36
3065,Mayor,Diana Flores Uriegas,11,1.68
3065,District 9,Jarrett Lipman,196,31.77
3065,District 9,David Allan Lara,31,5.02
3065,District 9,John Courage (i),362,58.67
3065,District 9,Dominque Lui,28,4.54
3066,Mayor,Ray Adam Basaldua,7,1.07
3066,Mayor,Christopher T. Schuchardt,213,32.47
3066,Mayor,Christopher Longoria,16,2.44
3066,Mayor,Ron Nirenberg (i),369,56.25
3066,Mayor,Armando Dominguez,2,0.3
3066,Mayor,Michael Idrogo,4,0.61
3066,Mayor,Gary Allen,29,4.42
3066,Mayor,Michael Samaniego,11,1.68
3066,Mayor,Diana Flores Uriegas,5,0.76
3066,District 1,Jeremy Roberts,192,30.09
3066,District 1,Roberto Rios Ortega,30,4.7
3066,District 1,Sukh Kaur,136,21.32
3066,District 1,Ernest Salinas,115,18.03
3066,District 1,Lauro Bustamante,12,1.88
3066,District 1,Mario Bravo (i),138,21.63
3066,District 1,William T. Lamar-Boone,15,2.35
3068,Mayor,Ray Adam Basaldua,3,1.01
3068,Mayor,Christopher T. Schuchardt,52,17.51
3068,Mayor,Christopher Longoria,3,1.01
3068,Mayor,Ron Nirenberg (i),205,69.02
3068,Mayor,Armando Dominguez,1,0.34
3068,Mayor,Michael Idrogo,1,0.34
3068,Mayor,Gary Allen,16,5.39
3068,Mayor,Michael Samaniego,5,1.68
3068,Mayor,Diana Flores Uriegas,11,3.7
3068,District 9,Jarrett Lipman,40,14.55
3068,District 9,David Allan Lara,38,13.82
3068,District 9,John Courage (i),175,63.64
3068,District 9,Dominque Lui,22,8
3069,Mayor,Ray Adam Basaldua,8,0.8
3069,Mayor,Christopher T. Schuchardt,249,25
3069,Mayor,Christopher Longoria,13,1.31
3069,Mayor,Ron Nirenberg (i),636,63.86
3069,Mayor,Armando Dominguez,3,0.3
3069,Mayor,Michael Idrogo,2,0.2
3069,Mayor,Gary Allen,51,5.12
3069,Mayor,Michael Samaniego,18,1.81
3069,Mayor,Diana Flores Uriegas,16,1.61
3069,District 9,Jarrett Lipman,130,13.66
3069,District 9,David Allan Lara,61,6.41
3069,District 9,John Courage (i),722,75.84
3069,District 9,Dominque Lui,39,4.1
3070,Mayor,Ray Adam Basaldua,5,0.56
3070,Mayor,Christopher T. Schuchardt,311,34.63
3070,Mayor,Christopher Longoria,8,0.89
3070,Mayor,Ron Nirenberg (i),517,57.57
3070,Mayor,Armando Dominguez,1,0.11
3070,Mayor,Michael Idrogo,1,0.11
3070,Mayor,Gary Allen,32,3.56
3070,Mayor,Michael Samaniego,14,1.56
3070,Mayor,Diana Flores Uriegas,9,1
3070,District 8,Manny Pelaez (i),611,75.25
3070,District 8,Cesario Garcia,201,24.75
3071,Mayor,Ray Adam Basaldua,7,1.21
3071,Mayor,Christopher T. Schuchardt,142,24.48
3071,Mayor,Christopher Longoria,8,1.38
3071,Mayor,Ron Nirenberg (i),367,63.28
3071,Mayor,Armando Dominguez,4,0.69
3071,Mayor,Michael Idrogo,4,0.69
3071,Mayor,Gary Allen,21,3.62
3071,Mayor,Michael Samaniego,15,2.59
3071,Mayor,Diana Flores Uriegas,12,2.07
3071,District 8,Manny Pelaez (i),362,70.43
3071,District 8,Cesario Garcia,152,29.57
3073,Mayor,Ray Adam Basaldua,9,2.24
3073,Mayor,Christopher T. Schuchardt,94,23.44
3073,Mayor,Christopher Longoria,6,1.5
3073,Mayor,Ron Nirenberg (i),248,61.85
3073,Mayor,Armando Dominguez,4,1
3073,Mayor,Michael Idrogo,2,0.5
3073,Mayor,Gary Allen,21,5.24
3073,Mayor,Michael Samaniego,8,2
3073,Mayor,Diana Flores Uriegas,9,2.24
3073,District 8,Manny Pelaez (i),262,75.07
3073,District 8,Cesario Garcia,87,24.93
3074,Mayor,Ray Adam Basaldua,10,1.16
3074,Mayor,Christopher T. Schuchardt,282,32.71
3074,Mayor,Christopher Longoria,7,0.81
3074,Mayor,Ron Nirenberg (i),493,57.19
3074,Mayor,Armando Dominguez,0,0
3074,Mayor,Michael Idrogo,1,0.12
3074,Mayor,Gary Allen,49,5.68
3074,Mayor,Michael Samaniego,15,1.74
3074,Mayor,Diana Flores Uriegas,5,0.58
3074,District 8,Manny Pelaez (i),570,72.89
3074,District 8,Cesario Garcia,212,27.11
3076,Mayor,Ray Adam Basaldua,6,1.27
3076,Mayor,Christopher T. Schuchardt,192,40.51
3076,Mayor,Christopher Longoria,8,1.69
3076,Mayor,Ron Nirenberg (i),229,48.31
3076,Mayor,Armando Dominguez,2,0.42
3076,Mayor,Michael Idrogo,0,0
3076,Mayor,Gary Allen,19,4.01
3076,Mayor,Michael Samaniego,13,2.74
3076,Mayor,Diana Flores Uriegas,5,1.05
3076,District 9,Jarrett Lipman,128,28.07
3076,District 9,David Allan Lara,24,5.26
3076,District 9,John Courage (i),291,63.82
3076,District 9,Dominque Lui,13,2.85
3077,Mayor,Ray Adam Basaldua,4,0.46
3077,Mayor,Christopher T. Schuchardt,311,35.62
3077,Mayor,Christopher Longoria,11,1.26
3077,Mayor,Ron Nirenberg (i),515,58.99
3077,Mayor,Armando Dominguez,0,0
3077,Mayor,Michael Idrogo,0,0
3077,Mayor,Gary Allen,13,1.49
3077,Mayor,Michael Samaniego,11,1.26
3077,Mayor,Diana Flores Uriegas,8,0.92
3077,District 8,Manny Pelaez (i),569,72.03
3077,District 8,Cesario Garcia,221,27.97
3078,Mayor,Ray Adam Basaldua,7,0.83
3078,Mayor,Christopher T. Schuchardt,258,30.6
3078,Mayor,Christopher Longoria,17,2.02
3078,Mayor,Ron Nirenberg (i),472,55.99
3078,Mayor,Armando Dominguez,3,0.36
3078,Mayor,Michael Idrogo,3,0.36
3078,Mayor,Gary Allen,54,6.41
3078,Mayor,Michael Samaniego,20,2.37
3078,Mayor,Diana Flores Uriegas,9,1.07
3078,District 9,Jarrett Lipman,184,23.32
3078,District 9,David Allan Lara,52,6.59
3078,District 9,John Courage (i),519,65.78
3078,District 9,Dominque Lui,34,4.31
3079,Mayor,Ray Adam Basaldua,8,0.81
3079,Mayor,Christopher T. Schuchardt,318,32.25
3079,Mayor,Christopher Longoria,12,1.22
3079,Mayor,Ron Nirenberg (i),558,56.59
3079,Mayor,Armando Dominguez,2,0.2
3079,Mayor,Michael Idrogo,0,0
3079,Mayor,Gary Allen,56,5.68
3079,Mayor,Michael Samaniego,18,1.83
3079,Mayor,Diana Flores Uriegas,14,1.42
3079,District 9,Jarrett Lipman,251,26.23
3079,District 9,David Allan Lara,46,4.81
3079,District 9,John Courage (i),633,66.14
3079,District 9,Dominque Lui,27,2.82
3080,Mayor,Ray Adam Basaldua,4,1.17
3080,Mayor,Christopher T. Schuchardt,124,36.15
3080,Mayor,Christopher Longoria,8,2.33
3080,Mayor,Ron Nirenberg (i),168,48.98
3080,Mayor,Armando Dominguez,2,0.58
3080,Mayor,Michael Idrogo,2,0.58
3080,Mayor,Gary Allen,24,7
3080,Mayor,Michael Samaniego,9,2.62
3080,Mayor,Diana Flores Uriegas,2,0.58
3080,District 9,Jarrett Lipman,57,17.27
3080,District 9,David Allan Lara,25,7.58
3080,District 9,John Courage (i),239,72.42
3080,District 9,Dominque Lui,9,2.73
3081,Mayor,Ray Adam Basaldua,7,1.23
3081,Mayor,Christopher T. Schuchardt,174,30.69
3081,Mayor,Christopher Longoria,4,0.71
3081,Mayor,Ron Nirenberg (i),295,52.03
3081,Mayor,Armando Dominguez,3,0.53
3081,Mayor,Michael Idrogo,1,0.18
3081,Mayor,Gary Allen,46,8.11
3081,Mayor,Michael Samaniego,26,4.59
3081,Mayor,Diana Flores Uriegas,11,1.94
3081,District 9,Jarrett Lipman,115,20.76
3081,District 9,David Allan Lara,44,7.94
3081,District 9,John Courage (i),352,63.54
3081,District 9,Dominque Lui,43,7.76
3082,Mayor,Ray Adam Basaldua,5,0.94
3082,Mayor,Christopher T. Schuchardt,194,36.33
3082,Mayor,Christopher Longoria,3,0.56
3082,Mayor,Ron Nirenberg (i),273,51.12
3082,Mayor,Armando Dominguez,2,0.37
3082,Mayor,Michael Idrogo,0,0
3082,Mayor,Gary Allen,29,5.43
3082,Mayor,Michael Samaniego,19,3.56
3082,Mayor,Diana Flores Uriegas,9,1.69
3082,District 10,Madison Gutierrez,29,5.81
3082,District 10,Robert Flores,50,10.02
3082,District 10,Margaret Sherwood,31,6.21
3082,District 10,Rick Otley,23,4.61
3082,District 10,Bryan R. Martin,42,8.42
3082,District 10,Marc Whyte,269,53.91
3082,District 10,Joel Solis,55,11.02
3083,Mayor,Ray Adam Basaldua,5,1.16
3083,Mayor,Christopher T. Schuchardt,138,31.94
3083,Mayor,Christopher Longoria,7,1.62
3083,Mayor,Ron Nirenberg (i),224,51.85
3083,Mayor,Armando Dominguez,2,0.46
3083,Mayor,Michael Idrogo,1,0.23
3083,Mayor,Gary Allen,39,9.03
3083,Mayor,Michael Samaniego,11,2.55
3083,Mayor,Diana Flores Uriegas,5,1.16
3083,District 9,Jarrett Lipman,112,26.54
3083,District 9,David Allan Lara,20,4.74
3083,District 9,John Courage (i),277,65.64
3083,District 9,Dominque Lui,13,3.08
3084,Mayor,Ray Adam Basaldua,6,0.81
3084,Mayor,Christopher T. Schuchardt,233,31.36
3084,Mayor,Christopher Longoria,25,3.36
3084,Mayor,Ron Nirenberg (i),339,45.63
3084,Mayor,Armando Dominguez,5,0.67
3084,Mayor,Michael Idrogo,4,0.54
3084,Mayor,Gary Allen,68,9.15
3084,Mayor,Michael Samaniego,45,6.06
3084,Mayor,Diana Flores Uriegas,18,2.42
3084,District 10,Madison Gutierrez,56,7.89
3084,District 10,Robert Flores,59,8.31
3084,District 10,Margaret Sherwood,23,3.24
3084,District 10,Rick Otley,35,4.93
3084,District 10,Bryan R. Martin,55,7.75
3084,District 10,Marc Whyte,397,55.92
3084,District 10,Joel Solis,85,11.97
3085,Mayor,Ray Adam Basaldua,2,0.6
3085,Mayor,Christopher T. Schuchardt,115,34.64
3085,Mayor,Christopher Longoria,7,2.11
3085,Mayor,Ron Nirenberg (i),167,50.3
3085,Mayor,Armando Dominguez,1,0.3
3085,Mayor,Michael Idrogo,2,0.6
3085,Mayor,Gary Allen,24,7.23
3085,Mayor,Michael Samaniego,10,3.01
3085,Mayor,Diana Flores Uriegas,4,1.2
3085,District 9,Jarrett Lipman,85,26.32
3085,District 9,David Allan Lara,20,6.19
3085,District 9,John Courage (i),205,63.47
3085,District 9,Dominque Lui,13,4.02
3086,Mayor,Ray Adam Basaldua,8,1.4
3086,Mayor,Christopher T. Schuchardt,224,39.16
3086,Mayor,Christopher Longoria,4,0.7
3086,Mayor,Ron Nirenberg (i),295,51.57
3086,Mayor,Armando Dominguez,0,0
3086,Mayor,Michael Idrogo,0,0
3086,Mayor,Gary Allen,21,3.67
3086,Mayor,Michael Samaniego,11,1.92
3086,Mayor,Diana Flores Uriegas,9,1.57
3086,District 8,Manny Pelaez (i),398,75.81
3086,District 8,Cesario Garcia,127,24.19
3087,Mayor,Ray Adam Basaldua,7,2.08
3087,Mayor,Christopher T. Schuchardt,106,31.45
3087,Mayor,Christopher Longoria,9,2.67
3087,Mayor,Ron Nirenberg (i),136,40.36
3087,Mayor,Armando Dominguez,0,0
3087,Mayor,Michael Idrogo,0,0
3087,Mayor,Gary Allen,42,12.46
3087,Mayor,Michael Samaniego,30,8.9
3087,Mayor,Diana Flores Uriegas,7,2.08
3087,District 10,Madison Gutierrez,12,3.54
3087,District 10,Robert Flores,30,8.85
3087,District 10,Margaret Sherwood,12,3.54
3087,District 10,Rick Otley,15,4.42
3087,District 10,Bryan R. Martin,7,2.06
3087,District 10,Marc Whyte,239,70.5
3087,District 10,Joel Solis,24,7.08
3088,Mayor,Ray Adam Basaldua,12,1.36
3088,Mayor,Christopher T. Schuchardt,257,29.11
3088,Mayor,Christopher Longoria,17,1.93
3088,Mayor,Ron Nirenberg (i),470,53.23
3088,Mayor,Armando Dominguez,2,0.23
3088,Mayor,Michael Idrogo,0,0
3088,Mayor,Gary Allen,76,8.61
3088,Mayor,Michael Samaniego,34,3.85
3088,Mayor,Diana Flores Uriegas,15,1.7
3088,District 10,Madison Gutierrez,61,7.37
3088,District 10,Robert Flores,71,8.57
3088,District 10,Margaret Sherwood,51,6.16
3088,District 10,Rick Otley,32,3.86
3088,District 10,Bryan R. Martin,56,6.76
3088,District 10,Marc Whyte,491,59.3
3088,District 10,Joel Solis,66,7.97
3090,Mayor,Ray Adam Basaldua,7,0.94
3090,Mayor,Christopher T. Schuchardt,264,35.63
3090,Mayor,Christopher Longoria,14,1.89
3090,Mayor,Ron Nirenberg (i),382,51.55
3090,Mayor,Armando Dominguez,1,0.13
3090,Mayor,Michael Idrogo,2,0.27
3090,Mayor,Gary Allen,48,6.48
3090,Mayor,Michael Samaniego,13,1.75
3090,Mayor,Diana Flores Uriegas,10,1.35
3090,District 10,Madison Gutierrez,49,7.14
3090,District 10,Robert Flores,59,8.6
3090,District 10,Margaret Sherwood,44,6.41
3090,District 10,Rick Otley,21,3.06
3090,District 10,Bryan R. Martin,44,6.41
3090,District 10,Marc Whyte,395,57.58
3090,District 10,Joel Solis,74,10.79
3093,Mayor,Ray Adam Basaldua,7,1.03
3093,Mayor,Christopher T. Schuchardt,232,34.07
3093,Mayor,Christopher Longoria,15,2.2
3093,Mayor,Ron Nirenberg (i),339,49.78
3093,Mayor,Armando Dominguez,1,0.15
3093,Mayor,Michael Idrogo,1,0.15
3093,Mayor,Gary Allen,55,8.08
3093,Mayor,Michael Samaniego,25,3.67
3093,Mayor,Diana Flores Uriegas,6,0.88
3093,District 9,Jarrett Lipman,218,33.44
3093,District 9,David Allan Lara,26,3.99
3093,District 9,John Courage (i),382,58.59
3093,District 9,Dominque Lui,26,3.99
3094,Mayor,Ray Adam Basaldua,11,1.54
3094,Mayor,Christopher T. Schuchardt,208,29.17
3094,Mayor,Christopher Longoria,11,1.54
3094,Mayor,Ron Nirenberg (i),385,54
3094,Mayor,Armando Dominguez,2,0.28
3094,Mayor,Michael Idrogo,1,0.14
3094,Mayor,Gary Allen,62,8.7
3094,Mayor,Michael Samaniego,20,2.81
3094,Mayor,Diana Flores Uriegas,13,1.82
3094,District 8,Manny Pelaez (i),440,70.63
3094,District 8,Cesario Garcia,183,29.37
3095,Mayor,Ray Adam Basaldua,1,0.36
3095,Mayor,Christopher T. Schuchardt,62,22.14
3095,Mayor,Christopher Longoria,7,2.5
3095,Mayor,Ron Nirenberg (i),159,56.79
3095,Mayor,Armando Dominguez,0,0
3095,Mayor,Michael Idrogo,0,0
3095,Mayor,Gary Allen,28,10
3095,Mayor,Michael Samaniego,8,2.86
3095,Mayor,Diana Flores Uriegas,15,5.36
3095,District 8,Manny Pelaez (i),152,62.04
3095,District 8,Cesario Garcia,93,37.96
3098,Mayor,Ray Adam Basaldua,0,0
3098,Mayor,Christopher T. Schuchardt,137,36.53
3098,Mayor,Christopher Longoria,6,1.6
3098,Mayor,Ron Nirenberg (i),192,51.2
3098,Mayor,Armando Dominguez,2,0.53
3098,Mayor,Michael Idrogo,1,0.27
3098,Mayor,Gary Allen,21,5.6
3098,Mayor,Michael Samaniego,9,2.4
3098,Mayor,Diana Flores Uriegas,7,1.87
3098,District 8,Manny Pelaez (i),215,63.61
3098,District 8,Cesario Garcia,123,36.39
3099,Mayor,Ray Adam Basaldua,4,0.61
3099,Mayor,Christopher T. Schuchardt,142,21.81
3099,Mayor,Christopher Longoria,15,2.3
3099,Mayor,Ron Nirenberg (i),377,57.91
3099,Mayor,Armando Dominguez,3,0.46
3099,Mayor,Michael Idrogo,4,0.61
3099,Mayor,Gary Allen,60,9.22
3099,Mayor,Michael Samaniego,30,4.61
3099,Mayor,Diana Flores Uriegas,16,2.46
3099,District 8,Manny Pelaez (i),379,66.03
3099,District 8,Cesario Garcia,195,33.97
3100,Mayor,Ray Adam Basaldua,15,2.46
3100,Mayor,Christopher T. Schuchardt,139,22.82
3100,Mayor,Christopher Longoria,25,4.11
3100,Mayor,Ron Nirenberg (i),313,51.4
3100,Mayor,Armando Dominguez,7,1.15
