Precinct,Race,Candidate,Total Votes
3004,For Mayor City of San Antonio,Vote,For
3004,For Mayor City of San Antonio,TOTAL,VOTE
3004,For Mayor City of San Antonio,Ray Adam,Basaldua
3004,For Mayor City of San Antonio,Christopher T.,Schuchardt
3004,For Mayor City of San Antonio,Christopher,Longoria
3004,For Mayor City of San Antonio,Ron,Nirenberg
3004,For Mayor City of San Antonio,Armando,Dominguez
3004,For Mayor City of San Antonio,Michael,Idrogo
3004,For Mayor City of San Antonio,Gary,Allen
3004,For Mayor City of San Antonio,Michael,Samaniego
3004,For Mayor City of San Antonio,Diana Flores,Uriegas
3004,"For Council, City of San Antonio, District 1",Vote,For
3004,"For Council, City of San Antonio, District 1",TOTAL,VOTE
3004,"For Council, City of San Antonio, District 1",Jeremy,Roberts
3004,"For Council, City of San Antonio, District 1",Roberto Rios,Ortega
3004,"For Council, City of San Antonio, District 1",Sukh,Kaur
3004,"For Council, City of San Antonio, District 1",Ernest,Salinas
3004,"For Council, City of San Antonio, District 1",Lauro,Bustamante
3004,"For Council, City of San Antonio, District 1",Mario,Bravo
3004,"For Council, City of San Antonio, District 1",William T.,Lamar-Boone
3005,For Mayor City of San Antonio,Vote,For
3005,For Mayor City of San Antonio,TOTAL,VOTE
3005,For Mayor City of San Antonio,Ray Adam,Basaldua
3005,For Mayor City of San Antonio,Christopher T.,Schuchardt
3005,For Mayor City of San Antonio,Christopher,Longoria
3005,For Mayor City of San Antonio,Ron,Nirenberg
3005,For Mayor City of San Antonio,Armando,Dominguez
3005,For Mayor City of San Antonio,Michael,Idrogo
3005,For Mayor City of San Antonio,Gary,Allen
3005,For Mayor City of San Antonio,Michael,Samaniego
3005,For Mayor City of San Antonio,Diana Flores,Uriegas
3005,"For Council, City of San Antonio, District 9",Vote,For
3005,"For Council, City of San Antonio, District 9",TOTAL,VOTE
3005,"For Council, City of San Antonio, District 9",Jarrett,Lipman
3005,"For Council, City of San Antonio, District 9",David Allan,Lara
3005,"For Council, City of San Antonio, District 9",John,Courage
3005,"For Council, City of San Antonio, District 9",Dominque,Lui
3006,For Mayor City of San Antonio,Vote,For
3006,For Mayor City of San Antonio,TOTAL,VOTE
3006,For Mayor City of San Antonio,Ray Adam Basaldua,2
3006,For Mayor City of San Antonio,Christopher T. Schuchardt,100
3006,For Mayor City of San Antonio,Christopher Longoria,5
3006,For Mayor City of San Antonio,Ron Nirenberg,209
3006,For Mayor City of San Antonio,Armando Dominguez,0
3006,For Mayor City of San Antonio,Michael Idrogo,4
3006,For Mayor City of San Antonio,Gary Allen,22
3006,For Mayor City of San Antonio,Michael Samaniego,4
3006,For Mayor City of San Antonio,Diana Flores Uriegas,6
3006,"For Council, City of San Antonio, District 1",Vote,For
3006,"For Council, City of San Antonio, District 1",TOTAL,VOTE
3006,"For Council, City of San Antonio, District 1",Jeremy Roberts,74
3006,"For Council, City of San Antonio, District 1",Roberto Rios Ortega,7
3006,"For Council, City of San Antonio, District 1",Sukh Kaur,103
3006,"For Council, City of San Antonio, District 1",Ernest Salinas,47
3006,"For Council, City of San Antonio, District 1",Lauro Bustamante,12
3006,"For Council, City of San Antonio, District 1",Mario Bravo,68
3006,"For Council, City of San Antonio, District 1",William T. Lamar-Boone,17
3007,For Mayor City of San Antonio,Vote,For
3007,For Mayor City of San Antonio,TOTAL,VOTE
3007,For Mayor City of San Antonio,Ray Adam Basaldua,7
3007,For Mayor City of San Antonio,Christopher T. Schuchardt,235
3007,For Mayor City of San Antonio,Christopher Longoria,12
3007,For Mayor City of San Antonio,Ron Nirenberg,290
3007,For Mayor City of San Antonio,Armando Dominguez,4
3007,For Mayor City of San Antonio,Michael Idrogo,1
3007,For Mayor City of San Antonio,Gary Allen,41
3007,For Mayor City of San Antonio,Michael Samaniego,23
3007,For Mayor City of San Antonio,Diana Flores Uriegas,12
3007,"For Council, City of San Antonio, District 9",Vote,For
3007,"For Council, City of San Antonio, District 9",TOTAL,VOTE
3007,"For Council, City of San Antonio, District 9",Jarrett Lipman,245
3007,"For Council, City of San Antonio, District 9",David Allan Lara,28
3007,"For Council, City of San Antonio, District 9",John Courage,319
3007,"For Council, City of San Antonio, District 9",Dominque Lui,25
3010,For Mayor City of San Antonio,Vote,For
3010,For Mayor City of San Antonio,TOTAL,VOTE
3010,For Mayor City of San Antonio,Ray Adam Basaldua,3
3010,For Mayor City of San Antonio,Christopher T. Schuchardt,14
3010,For Mayor City of San Antonio,Christopher Longoria,1
3010,For Mayor City of San Antonio,Ron Nirenberg,44
3010,For Mayor City of San Antonio,Armando Dominguez,0
3010,For Mayor City of San Antonio,Michael Idrogo,0
3010,For Mayor City of San Antonio,Gary Allen,4
3010,For Mayor City of San Antonio,Michael Samaniego,0
3010,For Mayor City of San Antonio,Diana Flores Uriegas,2
3010,"For Council, City of San Antonio, District 8",Vote,For
3010,"For Council, City of San Antonio, District 8",TOTAL,VOTE
3010,"For Council, City of San Antonio, District 8",Manny Pelaez,41
3010,"For Council, City of San Antonio, District 8",Cesario Garcia,10
3011,For Mayor City of San Antonio,Vote,For
3011,For Mayor City of San Antonio,TOTAL,VOTE
3011,For Mayor City of San Antonio,Ray Adam Basaldua,4
3011,For Mayor City of San Antonio,Christopher T. Schuchardt,79
3011,For Mayor City of San Antonio,Christopher Longoria,8
3011,For Mayor City of San Antonio,Ron Nirenberg,268
3011,For Mayor City of San Antonio,Armando Dominguez,2
3011,For Mayor City of San Antonio,Michael Idrogo,1
3011,For Mayor City of San Antonio,Gary Allen,15
3011,For Mayor City of San Antonio,Michael Samaniego,14
3011,For Mayor City of San Antonio,Diana Flores Uriegas,7
3011,"For Council, City of San Antonio, District 1",Vote,For
3011,"For Council, City of San Antonio, District 1",TOTAL,VOTE
3011,"For Council, City of San Antonio, District 1",Jeremy Roberts,129
3011,"For Council, City of San Antonio, District 1",Roberto Rios Ortega,12
3011,"For Council, City of San Antonio, District 1",Sukh Kaur,90
3011,"For Council, City of San Antonio, District 1",Ernest Salinas,43
3011,"For Council, City of San Antonio, District 1",Lauro Bustamante,13
3011,"For Council, City of San Antonio, District 1",Mario Bravo,59
3011,"For Council, City of San Antonio, District 1",William T. Lamar-Boone,17
3013,For Mayor City of San Antonio,Vote,For
3013,For Mayor City of San Antonio,TOTAL,VOTE
3013,For Mayor City of San Antonio,Ray Adam Basaldua,6
3013,For Mayor City of San Antonio,Christopher T. Schuchardt,110
3013,For Mayor City of San Antonio,Christopher Longoria,1
3013,For Mayor City of San Antonio,Ron Nirenberg,269
3013,For Mayor City of San Antonio,Armando Dominguez,4
3013,For Mayor City of San Antonio,Michael Idrogo,2
3013,For Mayor City of San Antonio,Gary Allen,26
3013,For Mayor City of San Antonio,Michael Samaniego,12
3013,For Mayor City of San Antonio,Diana Flores Uriegas,14
3013,"For Council, City of San Antonio, District 1",Vote,For
3013,"For Council, City of San Antonio, District 1",TOTAL,VOTE
3013,"For Council, City of San Antonio, District 1",Jeremy Roberts,87
3013,"For Council, City of San Antonio, District 1",Roberto Rios Ortega,27
3013,"For Council, City of San Antonio, District 1",Sukh Kaur,128
3013,"For Council, City of San Antonio, District 1",Ernest Salinas,59
3013,"For Council, City of San Antonio, District 1",Lauro Bustamante,18
3013,"For Council, City of San Antonio, District 1",Mario Bravo,77
3013,"For Council, City of San Antonio, District 1",William T. Lamar-Boone,12
3014,For Mayor City of San Antonio,Vote,For
3014,For Mayor City of San Antonio,TOTAL,VOTE
3014,For Mayor City of San Antonio,Ray Adam Basaldua,2
3014,For Mayor City of San Antonio,Christopher T. Schuchardt,60
3014,For Mayor City of San Antonio,Christopher Longoria,3
3014,For Mayor City of San Antonio,Ron Nirenberg,81
3014,For Mayor City of San Antonio,Armando Dominguez,0
3014,For Mayor City of San Antonio,Michael Idrogo,1
3014,For Mayor City of San Antonio,Gary Allen,10
3014,For Mayor City of San Antonio,Michael Samaniego,4
3014,For Mayor City of San Antonio,Diana Flores Uriegas,4
3014,"For Council, City of San Antonio, District 1",Vote,For
3014,"For Council, City of San Antonio, District 1",TOTAL,VOTE
3014,"For Council, City of San Antonio, District 1",Jeremy Roberts,32
3014,"For Council, City of San Antonio, District 1",Roberto Rios Ortega,3
3014,"For Council, City of San Antonio, District 1",Sukh Kaur,31
3014,"For Council, City of San Antonio, District 1",Ernest Salinas,21
3014,"For Council, City of San Antonio, District 1",Lauro Bustamante,8
3014,"For Council, City of San Antonio, District 1",Mario Bravo,39
3014,"For Council, City of San Antonio, District 1",William T. Lamar-Boone,9
3015,For Mayor City of San Antonio,Vote,For
3015,For Mayor City of San Antonio,TOTAL,VOTE
3015,For Mayor City of San Antonio,Ray Adam Basaldua,6
3015,For Mayor City of San Antonio,Christopher T. Schuchardt,95
3015,For Mayor City of San Antonio,Christopher Longoria,12
3015,For Mayor City of San Antonio,Ron Nirenberg,254
3015,For Mayor City of San Antonio,Armando Dominguez,2
3015,For Mayor City of San Antonio,Michael Idrogo,5
3015,For Mayor City of San Antonio,Gary Allen,24
3015,For Mayor City of San Antonio,Michael Samaniego,9
3015,For Mayor City of San Antonio,Diana Flores Uriegas,8
3015,"For Council, City of San Antonio, District 1",Vote,For
3015,"For Council, City of San Antonio, District 1",TOTAL,VOTE
3015,"For Council, City of San Antonio, District 1",Jeremy Roberts,133
3015,"For Council, City of San Antonio, District 1",Roberto Rios Ortega,15
3015,"For Council, City of San Antonio, District 1",Sukh Kaur,89
3015,"For Council, City of San Antonio, District 1",Ernest Salinas,39
3015,"For Council, City of San Antonio, District 1",Lauro Bustamante,9
3015,"For Council, City of San Antonio, District 1",Mario Bravo,97
3015,"For Council, City of San Antonio, District 1",William T. Lamar-Boone,20
3016,For Mayor City of San Antonio,Vote,For
3016,For Mayor City of San Antonio,TOTAL,VOTE
3016,For Mayor City of San Antonio,Ray Adam,Basaldua
3016,For Mayor City of San Antonio,Christopher T.,Schuchardt
3016,For Mayor City of San Antonio,Christopher,Longoria
3016,For Mayor City of San Antonio,Ron,Nirenberg
3016,For Mayor City of San Antonio,Armando,Dominguez
3016,For Mayor City of San Antonio,Michael,Idrogo
3016,For Mayor City of San Antonio,Gary,Allen
3016,For Mayor City of San Antonio,Michael,Samaniego
3016,For Mayor City of San Antonio,Diana Flores,Uriegas
3016,"For Council, City of San Antonio, District 9",Vote,For
3016,"For Council, City of San Antonio, District 9",TOTAL,VOTE
3016,"For Council, City of San Antonio, District 9",Jarrett,Lipman
3016,"For Council, City of San Antonio, District 9",David Allan,Lara
3016,"For Council, City of San Antonio, District 9",John,Courage
3016,"For Council, City of San Antonio, District 9",Dominque,Lui
3019,For Mayor City of San Antonio,Vote,For
3019,For Mayor City of San Antonio,TOTAL,VOTE
3019,For Mayor City of San Antonio,Ray Adam Basaldua,0
3019,For Mayor City of San Antonio,Christopher T. Schuchardt,8
3019,For Mayor City of San Antonio,Christopher Longoria,0
3019,For Mayor City of San Antonio,Ron Nirenberg,22
3019,For Mayor City of San Antonio,Armando Dominguez,0
3019,For Mayor City of San Antonio,Michael Idrogo,0
3019,For Mayor City of San Antonio,Gary Allen,0
3019,For Mayor City of San Antonio,Michael Samaniego,0
3019,For Mayor City of San Antonio,Diana Flores Uriegas,1
3019,"For Council, City of San Antonio, District 8",Vote,For
3019,"For Council, City of San Antonio, District 8",TOTAL,VOTE
3019,"For Council, City of San Antonio, District 8",Manny Pelaez,14
3019,"For Council, City of San Antonio, District 8",Cesario Garcia,7
3024,For Mayor City of San Antonio,Vote,For
3024,For Mayor City of San Antonio,TOTAL,VOTE
3024,For Mayor City of San Antonio,Ray Adam Basaldua,0
3024,For Mayor City of San Antonio,Christopher T. Schuchardt,2
3024,For Mayor City of San Antonio,Christopher Longoria,1
3024,For Mayor City of San Antonio,Ron Nirenberg,3
3024,For Mayor City of San Antonio,Armando Dominguez,0
3024,For Mayor City of San Antonio,Michael Idrogo,0
3024,For Mayor City of San Antonio,Gary Allen,1
3024,For Mayor City of San Antonio,Michael Samaniego,0
3024,For Mayor City of San Antonio,Diana Flores Uriegas,0
3024,"For Council, City of San Antonio, District 1",Vote,For
3024,"For Council, City of San Antonio, District 1",TOTAL,VOTE
3024,"For Council, City of San Antonio, District 1",Jeremy Roberts,2
3024,"For Council, City of San Antonio, District 1",Roberto Rios Ortega,1
3024,"For Council, City of San Antonio, District 1",Sukh Kaur,0
3024,"For Council, City of San Antonio, District 1",Ernest Salinas,1
3024,"For Council, City of San Antonio, District 1",Lauro Bustamante,0
3024,"For Council, City of San Antonio, District 1",Mario Bravo,0
3024,"For Council, City of San Antonio, District 1",William T. Lamar-Boone,1
3027,For Mayor City of San Antonio,Vote,For
3027,For Mayor City of San Antonio,TOTAL,VOTE
3027,For Mayor City of San Antonio,Ray Adam Basaldua,2
3027,For Mayor City of San Antonio,Christopher T. Schuchardt,112
3027,For Mayor City of San Antonio,Christopher Longoria,7
3027,For Mayor City of San Antonio,Ron Nirenberg,248
3027,For Mayor City of San Antonio,Armando Dominguez,2
3027,For Mayor City of San Antonio,Michael Idrogo,2
3027,For Mayor City of San Antonio,Gary Allen,32
3027,For Mayor City of San Antonio,Michael Samaniego,17
3027,For Mayor City of San Antonio,Diana Flores Uriegas,6
3027,"For Council, City of San Antonio, District 10",Vote,For
3027,"For Council, City of San Antonio, District 10",TOTAL,VOTE
3027,"For Council, City of San Antonio, District 10",Madison Gutierrez,16
3027,"For Council, City of San Antonio, District 10",Robert Flores,20
3027,"For Council, City of San Antonio, District 10",Margaret Sherwood,22
3027,"For Council, City of San Antonio, District 10",Rick Otley,10
3027,"For Council, City of San Antonio, District 10",Bryan R. Martin,31
3027,"For Council, City of San Antonio, District 10",Marc Whyte,282
3027,"For Council, City of San Antonio, District 10",Joel Solis,45
3028,For Mayor City of San Antonio,Vote,For
3028,For Mayor City of San Antonio,TOTAL,VOTE
3028,For Mayor City of San Antonio,Ray Adam Basaldua,9
3028,For Mayor City of San Antonio,Christopher T. Schuchardt,148
3028,For Mayor City of San Antonio,Christopher Longoria,18
3028,For Mayor City of San Antonio,Ron Nirenberg,176
3028,For Mayor City of San Antonio,Armando Dominguez,3
3028,For Mayor City of San Antonio,Michael Idrogo,2
3028,For Mayor City of San Antonio,Gary Allen,45
3028,For Mayor City of San Antonio,Michael Samaniego,23
3028,For Mayor City of San Antonio,Diana Flores Uriegas,15
3028,"For Council, City of San Antonio, District 10",Vote,For
3028,"For Council, City of San Antonio, District 10",TOTAL,VOTE
3028,"For Council, City of San Antonio, District 10",Madison Gutierrez,23
3028,"For Council, City of San Antonio, District 10",Robert Flores,30
3028,"For Council, City of San Antonio, District 10",Margaret Sherwood,17
3028,"For Council, City of San Antonio, District 10",Rick Otley,12
3028,"For Council, City of San Antonio, District 10",Bryan R. Martin,19
3028,"For Council, City of San Antonio, District 10",Marc Whyte,281
3028,"For Council, City of San Antonio, District 10",Joel Solis,44
3029,For Mayor City of San Antonio,Vote,For
3029,For Mayor City of San Antonio,TOTAL,VOTE
3029,For Mayor City of San Antonio,Ray Adam Basaldua,1
3029,For Mayor City of San Antonio,Christopher T. Schuchardt,51
3029,For Mayor City of San Antonio,Christopher Longoria,2
3029,For Mayor City of San Antonio,Ron Nirenberg,157
3029,For Mayor City of San Antonio,Armando Dominguez,2
3029,For Mayor City of San Antonio,Michael Idrogo,0
3029,For Mayor City of San Antonio,Gary Allen,55
3029,For Mayor City of San Antonio,Michael Samaniego,8
3029,For Mayor City of San Antonio,Diana Flores Uriegas,8
3029,"For Council, City of San Antonio, District 8",Vote,For
3029,"For Council, City of San Antonio, District 8",TOTAL,VOTE
3029,"For Council, City of San Antonio, District 8",Manny Pelaez,169
3029,"For Council, City of San Antonio, District 8",Cesario Garcia,81
3030,For Mayor City of San Antonio,Vote,For
3030,For Mayor City of San Antonio,TOTAL,VOTE
3030,For Mayor City of San Antonio,Ray Adam Basaldua,4
3030,For Mayor City of San Antonio,Christopher T. Schuchardt,301
3030,For Mayor City of San Antonio,Christopher Longoria,6
3030,For Mayor City of San Antonio,Ron Nirenberg,382
3030,For Mayor City of San Antonio,Armando Dominguez,0
3030,For Mayor City of San Antonio,Michael Idrogo,1
3030,For Mayor City of San Antonio,Gary Allen,30
3030,For Mayor City of San Antonio,Michael Samaniego,27
3030,For Mayor City of San Antonio,Diana Flores Uriegas,4
3030,"For Council, City of San Antonio, District 9",Vote,For
3030,"For Council, City of San Antonio, District 9",TOTAL,VOTE
3030,"For Council, City of San Antonio, District 9",Jarrett Lipman,200
3030,"For Council, City of San Antonio, District 9",David Allan Lara,33
3030,"For Council, City of San Antonio, District 9",John Courage,475
3030,"For Council, City of San Antonio, District 9",Dominque Lui,16
3031,For Mayor City of San Antonio,Vote,For
3031,For Mayor City of San Antonio,TOTAL,VOTE
3031,For Mayor City of San Antonio,Ray Adam Basaldua,0
3031,For Mayor City of San Antonio,Christopher T. Schuchardt,4
3031,For Mayor City of San Antonio,Christopher Longoria,0
3031,For Mayor City of San Antonio,Ron Nirenberg,2
3031,For Mayor City of San Antonio,Armando Dominguez,0
3031,For Mayor City of San Antonio,Michael Idrogo,0
3031,For Mayor City of San Antonio,Gary Allen,0
3031,For Mayor City of San Antonio,Michael Samaniego,0
3031,For Mayor City of San Antonio,Diana Flores Uriegas,0
3031,"For Council, City of San Antonio, District 1",Vote,For
3031,"For Council, City of San Antonio, District 1",TOTAL,VOTE
3031,"For Council, City of San Antonio, District 1",Jeremy Roberts,3
3031,"For Council, City of San Antonio, District 1",Roberto Rios Ortega,0
3031,"For Council, City of San Antonio, District 1",Sukh Kaur,0
3031,"For Council, City of San Antonio, District 1",Ernest Salinas,0
3031,"For Council, City of San Antonio, District 1",Lauro Bustamante,0
3031,"For Council, City of San Antonio, District 1",Mario Bravo,2
3031,"For Council, City of San Antonio, District 1",William T. Lamar-Boone,1
3032,For Mayor City of San Antonio,Vote,For
3032,For Mayor City of San Antonio,TOTAL,VOTE
3032,For Mayor City of San Antonio,Ray Adam Basaldua,0
3032,For Mayor City of San Antonio,Christopher T. Schuchardt,5
3032,For Mayor City of San Antonio,Christopher Longoria,0
3032,For Mayor City of San Antonio,Ron Nirenberg,0
3032,For Mayor City of San Antonio,Armando Dominguez,0
3032,For Mayor City of San Antonio,Michael Idrogo,0
3032,For Mayor City of San Antonio,Gary Allen,0
3032,For Mayor City of San Antonio,Michael Samaniego,0
3032,For Mayor City of San Antonio,Diana Flores Uriegas,0
3032,"For Council, City of San Antonio, District 8",Vote,For
3032,"For Council, City of San Antonio, District 8",TOTAL,VOTE
3032,"For Council, City of San Antonio, District 8",Manny Pelaez,0
3032,"For Council, City of San Antonio, District 8",Cesario Garcia,4
3033,For Mayor City of San Antonio,Vote,For
3033,For Mayor City of San Antonio,TOTAL,VOTE
3033,For Mayor City of San Antonio,Ray Adam Basaldua,6
3033,For Mayor City of San Antonio,Christopher T. Schuchardt,188
3033,For Mayor City of San Antonio,Christopher Longoria,17
3033,For Mayor City of San Antonio,Ron Nirenberg,248
3033,For Mayor City of San Antonio,Armando Dominguez,2
3033,For Mayor City of San Antonio,Michael Idrogo,2
3033,For Mayor City of San Antonio,Gary Allen,39
3033,For Mayor City of San Antonio,Michael Samaniego,17
3033,For Mayor City of San Antonio,Diana Flores Uriegas,11
3033,"For Council, City of San Antonio, District 9",Vote,For
3033,"For Council, City of San Antonio, District 9",TOTAL,VOTE
3033,"For Council, City of San Antonio, District 9",Jarrett Lipman,136
3033,"For Council, City of San Antonio, District 9",David Allan Lara,34
3033,"For Council, City of San Antonio, District 9",John Courage,333
3033,"For Council, City of San Antonio, District 9",Dominque Lui,12
3035,For Mayor City of San Antonio,Vote,For
3035,For Mayor City of San Antonio,TOTAL,VOTE
3035,For Mayor City of San Antonio,Ray Adam Basaldua,0
3035,For Mayor City of San Antonio,Christopher T. Schuchardt,48
3035,For Mayor City of San Antonio,Christopher Longoria,3
3035,For Mayor City of San Antonio,Ron Nirenberg,121
3035,For Mayor City of San Antonio,Armando Dominguez,0
3035,For Mayor City of San Antonio,Michael Idrogo,0
3035,For Mayor City of San Antonio,Gary Allen,15
3035,For Mayor City of San Antonio,Michael Samaniego,5
3035,For Mayor City of San Antonio,Diana Flores Uriegas,7
3035,"For Council, City of San Antonio, District 8",Vote,For
3035,"For Council, City of San Antonio, District 8",TOTAL,VOTE
3035,"For Council, City of San Antonio, District 8",Manny Pelaez,119
3035,"For Council, City of San Antonio, District 8",Cesario Garcia,54
3036,For Mayor City of San Antonio,Vote,For
3036,For Mayor City of San Antonio,TOTAL,VOTE
3036,For Mayor City of San Antonio,Ray Adam Basaldua,7
3036,For Mayor City of San Antonio,Christopher T. Schuchardt,136
3036,For Mayor City of San Antonio,Christopher Longoria,10
3036,For Mayor City of San Antonio,Ron Nirenberg,353
3036,For Mayor City of San Antonio,Armando Dominguez,3
3036,For Mayor City of San Antonio,Michael Idrogo,2
3036,For Mayor City of San Antonio,Gary Allen,48
3036,For Mayor City of San Antonio,Michael Samaniego,24
3036,For Mayor City of San Antonio,Diana Flores Uriegas,14
3036,"For Council, City of San Antonio, District 8",Vote,For
3036,"For Council, City of San Antonio, District 8",TOTAL,VOTE
3036,"For Council, City of San Antonio, District 8",Manny Pelaez,360
3036,"For Council, City of San Antonio, District 8",Cesario Garcia,164
3037,For Mayor City of San Antonio,Vote,For
3037,For Mayor City of San Antonio,TOTAL,VOTE
3037,For Mayor City of San Antonio,Ray Adam Basaldua,0
3037,For Mayor City of San Antonio,Christopher T. Schuchardt,2
3037,For Mayor City of San Antonio,Christopher Longoria,0
3037,For Mayor City of San Antonio,Ron Nirenberg,10
3037,For Mayor City of San Antonio,Armando Dominguez,0
3037,For Mayor City of San Antonio,Michael Idrogo,0
3037,For Mayor City of San Antonio,Gary Allen,1
3037,For Mayor City of San Antonio,Michael Samaniego,0
3037,For Mayor City of San Antonio,Diana Flores Uriegas,0
3037,"For Council, City of San Antonio, District 9",Vote,For
3037,"For Council, City of San Antonio, District 9",TOTAL,VOTE
3037,"For Council, City of San Antonio, District 9",Jarrett Lipman,3
3037,"For Council, City of San Antonio, District 9",David Allan Lara,2
3037,"For Council, City of San Antonio, District 9",John Courage,6
3037,"For Council, City of San Antonio, District 9",Dominque Lui,0
3039,For Mayor City of San Antonio,Vote,For
3039,For Mayor City of San Antonio,TOTAL,VOTE
3039,For Mayor City of San Antonio,Ray Adam,Basaldua
3039,For Mayor City of San Antonio,Christopher T.,Schuchardt
3039,For Mayor City of San Antonio,Christopher,Longoria
3039,For Mayor City of San Antonio,Ron,Nirenberg
3039,For Mayor City of San Antonio,Armando,Dominguez
3039,For Mayor City of San Antonio,Michael,Idrogo
3039,For Mayor City of San Antonio,Gary,Allen
3039,For Mayor City of San Antonio,Michael,Samaniego
3039,For Mayor City of San Antonio,Diana Flores,Uriegas
3039,"For Council, City of San Antonio, District 9",Vote,For
3039,"For Council, City of San Antonio, District 9",TOTAL,VOTE
3039,"For Council, City of San Antonio, District 9",Jarrett,Lipman
3039,"For Council, City of San Antonio, District 9",David Allan,Lara
3039,"For Council, City of San Antonio, District 9",John,Courage
3039,"For Council, City of San Antonio, District 9",Dominque,Lui
3040,For Mayor City of San Antonio,Vote,For
3040,For Mayor City of San Antonio,TOTAL,VOTE
3040,For Mayor City of San Antonio,Ray Adam Basaldua,3
3040,For Mayor City of San Antonio,Christopher T. Schuchardt,183
3040,For Mayor City of San Antonio,Christopher Longoria,9
3040,For Mayor City of San Antonio,Ron Nirenberg,249
3040,For Mayor City of San Antonio,Armando Dominguez,1
3040,For Mayor City of San Antonio,Michael Idrogo,3
3040,For Mayor City of San Antonio,Gary Allen,43
3040,For Mayor City of San Antonio,Michael Samaniego,12
3040,For Mayor City of San Antonio,Diana Flores Uriegas,7
3040,"For Council, City of San Antonio, District 10",Vote,For
3040,"For Council, City of San Antonio, District 10",TOTAL,VOTE
3040,"For Council, City of San Antonio, District 10",Madison Gutierrez,21
3040,"For Council, City of San Antonio, District 10",Robert Flores,34
3040,"For Council, City of San Antonio, District 10",Margaret Sherwood,16
3040,"For Council, City of San Antonio, District 10",Rick Otley,22
3040,"For Council, City of San Antonio, District 10",Bryan R. Martin,44
3040,"For Council, City of San Antonio, District 10",Marc Whyte,286
3040,"For Council, City of San Antonio, District 10",Joel Solis,57
3042,For Mayor City of San Antonio,Vote,For
3042,For Mayor City of San Antonio,TOTAL,VOTE
3042,For Mayor City of San Antonio,Ray Adam Basaldua,7
3042,For Mayor City of San Antonio,Christopher T. Schuchardt,162
3042,For Mayor City of San Antonio,Christopher Longoria,15
3042,For Mayor City of San Antonio,Ron Nirenberg,285
3042,For Mayor City of San Antonio,Armando Dominguez,5
3042,For Mayor City of San Antonio,Michael Idrogo,2
3042,For Mayor City of San Antonio,Gary Allen,53
3042,For Mayor City of San Antonio,Michael Samaniego,13
3042,For Mayor City of San Antonio,Diana Flores Uriegas,9
3042,"For Council, City of San Antonio, District 9",Vote,For
3042,"For Council, City of San Antonio, District 9",TOTAL,VOTE
3042,"For Council, City of San Antonio, District 9",Jarrett Lipman,152
3042,"For Council, City of San Antonio, District 9",David Allan Lara,24
3042,"For Council, City of San Antonio, District 9",John Courage,339
3042,"For Council, City of San Antonio, District 9",Dominque Lui,24
3044,For Mayor City of San Antonio,Vote,For
3044,For Mayor City of San Antonio,TOTAL,VOTE
3044,For Mayor City of San Antonio,Ray Adam Basaldua,5
3044,For Mayor City of San Antonio,Christopher T. Schuchardt,138
3044,For Mayor City of San Antonio,Christopher Longoria,7
3044,For Mayor City of San Antonio,Ron Nirenberg,209
3044,For Mayor City of San Antonio,Armando Dominguez,0
3044,For Mayor City of San Antonio,Michael Idrogo,2
3044,For Mayor City of San Antonio,Gary Allen,26
3044,For Mayor City of San Antonio,Michael Samaniego,13
3044,For Mayor City of San Antonio,Diana Flores Uriegas,7
3044,"For Council, City of San Antonio, District 9",Vote,For
3044,"For Council, City of San Antonio, District 9",TOTAL,VOTE
3044,"For Council, City of San Antonio, District 9",Jarrett Lipman,88
3044,"For Council, City of San Antonio, District 9",David Allan Lara,23
3044,"For Council, City of San Antonio, District 9",John Courage,251
3044,"For Council, City of San Antonio, District 9",Dominque Lui,23
3045,For Mayor City of San Antonio,Vote,For
3045,For Mayor City of San Antonio,TOTAL,VOTE
3045,For Mayor City of San Antonio,Ray Adam Basaldua,1
3045,For Mayor City of San Antonio,Christopher T. Schuchardt,188
3045,For Mayor City of San Antonio,Christopher Longoria,5
3045,For Mayor City of San Antonio,Ron Nirenberg,218
3045,For Mayor City of San Antonio,Armando Dominguez,0
3045,For Mayor City of San Antonio,Michael Idrogo,0
3045,For Mayor City of San Antonio,Gary Allen,32
3045,For Mayor City of San Antonio,Michael Samaniego,20
3045,For Mayor City of San Antonio,Diana Flores Uriegas,8
3045,"For Council, City of San Antonio, District 9",Vote,For
3045,"For Council, City of San Antonio, District 9",TOTAL,VOTE
3045,"For Council, City of San Antonio, District 9",Jarrett Lipman,113
3045,"For Council, City of San Antonio, District 9",David Allan Lara,14
3045,"For Council, City of San Antonio, District 9",John Courage,307
3045,"For Council, City of San Antonio, District 9",Dominque Lui,22
3046,For Mayor City of San Antonio,Vote,For
3046,For Mayor City of San Antonio,TOTAL,VOTE
3046,For Mayor City of San Antonio,Ray Adam Basaldua,7
3046,For Mayor City of San Antonio,Christopher T. Schuchardt,86
3046,For Mayor City of San Antonio,Christopher Longoria,7
3046,For Mayor City of San Antonio,Ron Nirenberg,327
3046,For Mayor City of San Antonio,Armando Dominguez,2
3046,For Mayor City of San Antonio,Michael Idrogo,2
3046,For Mayor City of San Antonio,Gary Allen,30
3046,For Mayor City of San Antonio,Michael Samaniego,21
3046,For Mayor City of San Antonio,Diana Flores Uriegas,6
3046,"For Council, City of San Antonio, District 10",Vote,For
3046,"For Council, City of San Antonio, District 10",TOTAL,VOTE
