,Precinct,Race,Candidate,Total Votes,Vote Percentage
1229,4077 BS 4,District 2,Jalen McKee-Rodriguez 126 62.69% 32,9,42.86
1231,4082 BS 4,District 2,TOTAL VOTE % Election,0,0.0
1232,4082 BS 4,District 2,,0,0.0
1233,4082 BS 4,District 2,Jada Andrews-Sullivan 50 48.54% 8,15,53.57
1234,4082 BS 4,District 2,Jalen McKee-Rodriguez 53 51.46% 7,13,46.43
1236,4084 BS 4,District 2,TOTAL VOTE % Election,0,0.0
1237,4084 BS 4,District 2,,0,0.0
1238,4084 BS 4,District 2,Jada Andrews-Sullivan 28 60.87% 7,4,44.44
1239,4084 BS 4,District 2,Jalen McKee-Rodriguez 18 39.13% 1,5,55.56
1241,4091 BS 4,District 2,TOTAL VOTE % Election,0,0.0
1242,4091 BS 4,District 2,,0,0.0
1243,4091 BS 4,District 2,Jada Andrews-Sullivan 22 25.29% 3,1,6.25
1244,4091 BS 4,District 2,Jalen McKee-Rodriguez 65 74.71% 11,15,93.75
1246,4101 BS 4,District 2,TOTAL VOTE % Election,0,
1247,4101 BS 4,District 2,,0,
1248,4101 BS 4,District 2,Jada Andrews-Sullivan 0 0,0,
1249,4101 BS 4,District 2,Jalen McKee-Rodriguez 0 0,0,
1251,4102 BS 4,District 2,TOTAL VOTE % Election,0,0.0
1252,4102 BS 4,District 2,,0,0.0
1253,4102 BS 4,District 2,Jada Andrews-Sullivan 4 11.76% 2,1,10.0
1254,4102 BS 4,District 2,Jalen McKee-Rodriguez 30 88.24% 6,9,90.0
1256,4103 BS 3,District 3,TOTAL VOTE % Election,0,
1257,4103 BS 3,District 3,,0,
1258,4103 BS 3,District 3,Tomas Uresti 0 0,0,
1259,4103 BS 3,District 3,Phyllis Viagran 0 0,0,
1261,4106 BS 4,District 2,TOTAL VOTE % Election,0,0.0
1262,4106 BS 4,District 2,,0,0.0
1263,4106 BS 4,District 2,Jada Andrews-Sullivan 11 50.00% 1,7,63.64
1264,4106 BS 4,District 2,Jalen McKee-Rodriguez 11 50.00% 3,4,36.36
1266,4110 BS 4,District 2,TOTAL VOTE % Election,0,0.0
1267,4110 BS 4,District 2,,0,0.0
1268,4110 BS 4,District 2,Jada Andrews-Sullivan 30 15.46% 9,4,30.77
1269,4110 BS 4,District 2,Jalen McKee-Rodriguez 164 84.54% 52,9,69.23
1271,4111 BS 4,District 2,TOTAL VOTE % Election,0,0.0
1272,4111 BS 4,District 2,,0,0.0
1273,4111 BS 4,District 2,Jada Andrews-Sullivan 9 90.00% 1,1,100.0
1274,4111 BS 4,District 2,Jalen McKee-Rodriguez 1 10.00% 1,0,0.0
1276,4113 BS 4,District 2,TOTAL VOTE % Election,0,0.0
1277,4113 BS 4,District 2,,0,0.0
1278,4113 BS 4,District 2,Jada Andrews-Sullivan 38 49.35% 11,7,53.85
1279,4113 BS 4,District 2,Jalen McKee-Rodriguez 39 50.65% 11,6,46.15
1281,4117 BS 4,District 2,TOTAL VOTE % Election,0,0.0
1282,4117 BS 4,District 2,,0,0.0
1283,4117 BS 4,District 2,Jada Andrews-Sullivan 21 32.81% 6,8,38.1
1284,4117 BS 4,District 2,Jalen McKee-Rodriguez 43 67.19% 7,13,61.9
1286,4119 BS 4,District 2,TOTAL VOTE % Election,0,0.0
1287,4119 BS 4,District 2,,0,0.0
1288,4119 BS 4,District 2,Jada Andrews-Sullivan 9 17.31% 3,0,0.0
1289,4119 BS 4,District 2,Jalen McKee-Rodriguez 43 82.69% 17,2,100.0
1291,4120 BS 4,District 2,TOTAL VOTE % Election,0,0.0
1292,4120 BS 4,District 2,,0,0.0
1293,4120 BS 4,District 2,Jada Andrews-Sullivan 14 77.78% 5,6,66.67
1294,4120 BS 4,District 2,Jalen McKee-Rodriguez 4 22.22% 0,3,33.33
1296,4122 BS 4,District 2,TOTAL VOTE % Election,0,0.0
1297,4122 BS 4,District 2,,0,0.0
1298,4122 BS 4,District 2,Jada Andrews-Sullivan 1 6.25% 0,0,0.0
1299,4122 BS 4,District 2,Jalen McKee-Rodriguez 15 93.75% 1,7,100.0
1301,4123 BS 4,District 2,TOTAL VOTE % Election,0,0.0
1302,4123 BS 4,District 2,,0,0.0
1303,4123 BS 4,District 2,Jada Andrews-Sullivan 5 27.78% 0,0,0.0
1304,4123 BS 4,District 2,Jalen McKee-Rodriguez 13 72.22% 4,1,100.0
1306,4124 BS 3,District 3,TOTAL VOTE % Election,0,0.0
1307,4124 BS 3,District 3,,0,0.0
1308,4124 BS 3,District 3,Tomas Uresti 39 33.05% 6,14,35.0
1309,4124 BS 3,District 3,Phyllis Viagran 79 66.95% 8,26,65.0
1311,4125 BS 4,District 2,TOTAL VOTE % Election,0,0.0
1312,4125 BS 4,District 2,,0,0.0
1313,4125 BS 4,District 2,Jada Andrews-Sullivan 1 33.33% 0,0,0.0
1314,4125 BS 4,District 2,Jalen McKee-Rodriguez 2 66.67% 0,1,100.0
1316,4127 BS 4,District 2,TOTAL VOTE % Election,0,
1317,4127 BS 4,District 2,,0,
1318,4127 BS 4,District 2,Jada Andrews-Sullivan 0 0,0,
1319,4127 BS 4,District 2,Jalen McKee-Rodriguez 0 0,0,
1321,4128 BS 4,District 2,TOTAL VOTE % Election,0,0.0
1322,4128 BS 4,District 2,,0,0.0
1323,4128 BS 4,District 2,Jada Andrews-Sullivan 10 33.33% 6,0,0.0
1324,4128 BS 4,District 2,Jalen McKee-Rodriguez 20 66.67% 1,3,100.0
1326,4131 BS 4,District 2,TOTAL VOTE % Election,0,0.0
1327,4131 BS 4,District 2,,0,0.0
1328,4131 BS 4,District 2,Jada Andrews-Sullivan 2 20.00% 1,1,50.0
1329,4131 BS 4,District 2,Jalen McKee-Rodriguez 8 80.00% 4,1,50.0
1331,4134 BS 4,District 2,TOTAL VOTE % Election,0,
1332,4134 BS 4,District 2,,0,
1333,4134 BS 4,District 2,Jada Andrews-Sullivan 0 0,0,
1334,4134 BS 4,District 2,Jalen McKee-Rodriguez 0 0,0,
1336,4135 BS 4,District 2,TOTAL VOTE % Election,0,
1337,4135 BS 4,District 2,,0,
1338,4135 BS 4,District 2,Jada Andrews-Sullivan 0 0,0,
1339,4135 BS 4,District 2,Jalen McKee-Rodriguez 0 0,0,
1341,4136 BS 4,District 2,TOTAL VOTE % Election,0,
1342,4136 BS 4,District 2,,0,
1343,4136 BS 4,District 2,Jada Andrews-Sullivan 2 33.33% 0,0,
1344,4136 BS 4,District 2,Jalen McKee-Rodriguez 4 66.67% 3,0,
1346,4139 BS 4,District 2,TOTAL VOTE % Election,0,
1347,4139 BS 4,District 2,,0,
1348,4139 BS 4,District 2,Jada Andrews-Sullivan 0 0,0,
1349,4139 BS 4,District 2,Jalen McKee-Rodriguez 0 0,0,
1351,4141 BS 4,District 2,TOTAL VOTE % Election,0,0.0
1352,4141 BS 4,District 2,,0,0.0
1353,4141 BS 4,District 2,Jada Andrews-Sullivan 5 55.56% 0,3,75.0
1354,4141 BS 4,District 2,Jalen McKee-Rodriguez 4 44.44% 0,1,25.0
1356,4142 BS 4,District 2,TOTAL VOTE % Election,0,0.0
1357,4142 BS 4,District 2,,0,0.0
1358,4142 BS 4,District 2,Jada Andrews-Sullivan 18 60.00% 6,3,27.27
1359,4142 BS 4,District 2,Jalen McKee-Rodriguez 12 40.00% 1,8,72.73
1361,4147 BS 4,District 2,TOTAL VOTE % Election,0,0.0
1362,4147 BS 4,District 2,,0,0.0
1363,4147 BS 4,District 2,Jada Andrews-Sullivan 13 46.43% 5,0,0.0
1364,4147 BS 4,District 2,Jalen McKee-Rodriguez 15 53.57% 1,3,100.0
1366,4149 BS 4,District 2,TOTAL VOTE % Election,0,0.0
1367,4149 BS 4,District 2,,0,0.0
1368,4149 BS 4,District 2,Jada Andrews-Sullivan 8 53.33% 4,0,0.0
1369,4149 BS 4,District 2,Jalen McKee-Rodriguez 7 46.67% 2,2,100.0
1371,4153 BS 3,District 3,TOTAL VOTE % Election,0,0.0
1372,4153 BS 3,District 3,,0,0.0
1373,4153 BS 3,District 3,Tomas Uresti 4 50.00% 0,2,100.0
1374,4153 BS 3,District 3,Phyllis Viagran 4 50.00% 0,0,0.0
1376,4154 BS 4,District 2,TOTAL VOTE % Election,0,0.0
1377,4154 BS 4,District 2,,0,0.0
1378,4154 BS 4,District 2,Jada Andrews-Sullivan 22 47.83% 7,7,63.64
1379,4154 BS 4,District 2,Jalen McKee-Rodriguez 24 52.17% 10,4,36.36
1381,4155 BS 1,District 1,TOTAL VOTE % Election,0,0.0
1382,4155 BS 1,District 1,,0,0.0
1383,4155 BS 1,District 1,Mario Bravo 152 43.30% 64,13,44.83
1384,4155 BS 1,District 1,Roberto C. Treviño 199 56.70% 54,16,55.17
1386,4156 BS 4,District 2,TOTAL VOTE % Election,0,0.0
1387,4156 BS 4,District 2,,0,0.0
1388,4156 BS 4,District 2,Jada Andrews-Sullivan 27 54.00% 13,1,20.0
1389,4156 BS 4,District 2,Jalen McKee-Rodriguez 23 46.00% 11,4,80.0
1391,4157 BS 1,District 1,TOTAL VOTE % Election,0,0.0
1392,4157 BS 1,District 1,,0,0.0
1393,4157 BS 1,District 1,Mario Bravo 106 43.62% 38,15,48.39
1394,4157 BS 1,District 1,Roberto C. Treviño 137 56.38% 42,16,51.61
1396,4159 BS 4,District 2,TOTAL VOTE % Election,0,0.0
1397,4159 BS 4,District 2,,0,0.0
1398,4159 BS 4,District 2,Jada Andrews-Sullivan 2 100.00% 0,2,100.0
1399,4159 BS 4,District 2,Jalen McKee-Rodriguez 0 0.00% 0,0,0.0
1401,4161 BS 4,District 2,TOTAL VOTE % Election,0,0.0
1402,4161 BS 4,District 2,,0,0.0
1403,4161 BS 4,District 2,Jada Andrews-Sullivan 15 62.50% 7,3,75.0
1404,4161 BS 4,District 2,Jalen McKee-Rodriguez 9 37.50% 5,1,25.0
1406,4165 BS 3,District 3,TOTAL VOTE % Election,0,0.0
1407,4165 BS 3,District 3,,0,0.0
1408,4165 BS 3,District 3,Tomas Uresti 1 100.00% 0,1,100.0
1409,4165 BS 3,District 3,Phyllis Viagran 0 0.00% 0,0,0.0
1411,4166 BS 4,District 2,TOTAL VOTE % Election,0,0.0
1412,4166 BS 4,District 2,,0,0.0
1413,4166 BS 4,District 2,Jada Andrews-Sullivan 0 0.00% 0,0,0.0
1414,4166 BS 4,District 2,Jalen McKee-Rodriguez 6 100.00% 5,1,100.0
1416,4167 BS 4,District 2,TOTAL VOTE % Election,0,
1417,4167 BS 4,District 2,,0,
1418,4167 BS 4,District 2,Jada Andrews-Sullivan 1 50.00% 0,0,
1419,4167 BS 4,District 2,Jalen McKee-Rodriguez 1 50.00% 0,0,
1421,4175 BS 4,District 2,TOTAL VOTE % Election,0,
1422,4175 BS 4,District 2,,0,
1423,4175 BS 4,District 2,Jada Andrews-Sullivan 0 0,0,
1424,4175 BS 4,District 2,Jalen McKee-Rodriguez 0 0,0,
1426,4177 BS 4,District 2,TOTAL VOTE % Election,0,
1427,4177 BS 4,District 2,,0,
1428,4177 BS 4,District 2,Jada Andrews-Sullivan 4 100.00% 0,0,
1429,4177 BS 4,District 2,Jalen McKee-Rodriguez 0 0.00% 0,0,
1431,4178 BS 4,District 2,TOTAL VOTE % Election,0,
1432,4178 BS 4,District 2,,0,
1433,4178 BS 4,District 2,Jada Andrews-Sullivan 0 0.00% 0,0,
1434,4178 BS 4,District 2,Jalen McKee-Rodriguez 1 100.00% 0,0,
1436,4180 BS 3,District 3,TOTAL VOTE % Election,0,
1437,4180 BS 3,District 3,,0,
1438,4180 BS 3,District 3,Tomas Uresti 0 0,0,
1439,4180 BS 3,District 3,Phyllis Viagran 0 0,0,
1441,4181 BS 4,District 2,TOTAL VOTE % Election,0,0.0
1442,4181 BS 4,District 2,,0,0.0
1443,4181 BS 4,District 2,Jada Andrews-Sullivan 0 0.00% 0,0,0.0
1444,4181 BS 4,District 2,Jalen McKee-Rodriguez 1 100.00% 0,1,100.0
1446,4183 BS 4,District 2,TOTAL VOTE % Election,0,0.0
1447,4183 BS 4,District 2,,0,0.0
1448,4183 BS 4,District 2,Jada Andrews-Sullivan 2 11.76% 1,0,0.0
1449,4183 BS 4,District 2,Jalen McKee-Rodriguez 15 88.24% 8,1,100.0
1451,4184 BS 4,District 2,TOTAL VOTE % Election,0,
1452,4184 BS 4,District 2,,0,
1453,4184 BS 4,District 2,Jada Andrews-Sullivan 0 0.00% 0,0,
1454,4184 BS 4,District 2,Jalen McKee-Rodriguez 2 100.00% 0,0,
1456,4186 BS 4,District 2,TOTAL VOTE % Election,0,0.0
1457,4186 BS 4,District 2,,0,0.0
1458,4186 BS 4,District 2,Jada Andrews-Sullivan 8 40.00% 5,2,66.67
1459,4186 BS 4,District 2,Jalen McKee-Rodriguez 12 60.00% 3,1,33.33
1461,4190 BS 4,District 2,TOTAL VOTE % Election,0,
1462,4190 BS 4,District 2,,0,
1463,4190 BS 4,District 2,Jada Andrews-Sullivan 0 0,0,
1464,4190 BS 4,District 2,Jalen McKee-Rodriguez 0 0,0,
1466,4193 BS 4,District 2,TOTAL VOTE % Election,0,0.0
1467,4193 BS 4,District 2,,0,0.0
1468,4193 BS 4,District 2,Jada Andrews-Sullivan 1 50.00% 0,1,100.0
1469,4193 BS 4,District 2,Jalen McKee-Rodriguez 1 50.00% 0,0,0.0
1471,4200 BS 3,District 3,TOTAL VOTE % Election,0,0.0
1472,4200 BS 3,District 3,,0,0.0
1473,4200 BS 3,District 3,Tomas Uresti 60 36.81% 23,4,14.29
1474,4200 BS 3,District 3,Phyllis Viagran 103 63.19% 32,24,85.71
1476,4202 BS 3,District 3,TOTAL VOTE % Election,0,
1477,4202 BS 3,District 3,,0,
1478,4202 BS 3,District 3,Tomas Uresti 0 0,0,
1479,4202 BS 3,District 3,Phyllis Viagran 0 0,0,
1481,4203 BS 1,District 1,TOTAL VOTE % Election,0,
1482,4203 BS 1,District 1,,0,
1483,4203 BS 1,District 1,Mario Bravo 8 53.33% 5,0,
1484,4203 BS 1,District 1,Roberto C. Treviño 7 46.67% 2,0,
1486,4204 BS 3,District 3,TOTAL VOTE % Election,0,
1487,4204 BS 3,District 3,,0,
1488,4204 BS 3,District 3,Tomas Uresti 0 0,0,
1489,4204 BS 3,District 3,Phyllis Viagran 0 0,0,
1491,4206 BS 4,District 2,TOTAL VOTE % Election,0,
1492,4206 BS 4,District 2,,0,
1493,4206 BS 4,District 2,Jada Andrews-Sullivan 1 20.00% 0,0,
1494,4206 BS 4,District 2,Jalen McKee-Rodriguez 4 80.00% 2,0,
1496,4207 BS 4,District 2,TOTAL VOTE % Election,0,
1497,4207 BS 4,District 2,,0,
1498,4207 BS 4,District 2,Jada Andrews-Sullivan 0 0,0,
1499,4207 BS 4,District 2,Jalen McKee-Rodriguez 0 0,0,
1501,4208 BS 3,District 3,TOTAL VOTE % Election,0,
1502,4208 BS 3,District 3,,0,
1503,4208 BS 3,District 3,Tomas Uresti 0 0,0,
1504,4208 BS 3,District 3,Phyllis Viagran 0 0,0,
1506,4211 BS 1,District 1,TOTAL VOTE % Election,0,
1507,4211 BS 1,District 1,,0,
1508,4211 BS 1,District 1,Mario Bravo 4 100.00% 1,0,
1509,4211 BS 1,District 1,Roberto C. Treviño 0 0.00% 0,0,
1511,4212 BS 4,District 2,TOTAL VOTE % Election,0,
1512,4212 BS 4,District 2,,0,
1513,4212 BS 4,District 2,Jada Andrews-Sullivan 0 0,0,
1514,4212 BS 4,District 2,Jalen McKee-Rodriguez 0 0,0,
1516,4213 BS 4,District 2,TOTAL VOTE % Election,0,
1517,4213 BS 4,District 2,,0,
1518,4213 BS 4,District 2,Jada Andrews-Sullivan 0 0,0,
1519,4213 BS 4,District 2,Jalen McKee-Rodriguez 0 0,0,
